,Integer,Float,String,Date
4045,8280,5204.23,QrsxyGZfKB,2021-08-13 16:50:13
4046,8231,8699.15,nqBXRwfvjX,2023-03-21 00:03:14
4047,5820,3603.2,WiZpIGVBNH,2020-09-18 16:16:09
4048,5338,4959.6,gMdUjTIxah,2021-04-22 01:28:55
4049,6379,7972.85,jnnKMPhZpn,2023-10-19 05:58:23
4050,3549,6576.43,lglneiITWk,2023-09-16 10:40:09
4051,4731,6272.94,WmBTsFtwmI,2020-08-04 21:30:53
4052,5468,4081.42,wYUQEVdoJV,2022-11-18 06:03:10
4053,1537,878.32,ZhTtjsWwXw,2020-03-13 16:59:43
4054,6308,4744.39,WrXIdQoTex,2023-03-22 16:41:22
4055,4354,3894.39,oUzvlztsHq,2023-12-23 02:37:17
4056,5057,8203.98,DWLWhVkVyx,2021-07-21 06:21:30
4057,5092,7272.43,GFlLtddKRU,2023-11-09 08:50:45
4058,3835,2504.85,CXeKsgeipc,2023-03-27 13:27:11
4059,3076,8631.91,uGUEhdonqQ,2020-09-12 23:09:49
4060,4352,1891.36,GRZauMFXUc,2023-08-05 21:56:13
4061,832,5914.54,VBtEwKyTsJ,2022-12-06 17:25:44
4062,3008,7670.65,iDulTbsvrZ,2020-05-30 04:11:59
4063,1425,4927.04,IaSQhbCJFi,2020-10-10 02:26:12
4064,7928,2579.46,JFtdlwYDya,2022-02-09 13:47:04
4065,6759,9467.02,BdsqdCiIrV,2022-08-02 09:22:14
4066,5662,4332.53,xxOjCOZdQL,2023-01-03 02:14:34
4067,6568,7197.53,HEZQzlSSas,2022-07-23 10:33:40
4068,4909,4544.99,aNIGewQSRo,2020-12-07 23:44:36
4069,7063,8743.45,udHudGNtVN,2020-08-28 05:42:08
4070,3896,4306.1,JDPVjMcBYW,2023-05-09 07:16:31
4071,7558,5097.27,apOUmvAZYt,2022-08-12 09:29:28
4072,8170,5010.68,foEpYtNBPk,2020-09-28 11:35:23
4073,6050,2050.9,iKqRQPHpwF,2023-10-16 06:26:02
4074,2086,3926.45,fFztinGsmW,2023-04-15 11:15:02
4075,4040,3928.83,OoiJolpFno,2020-12-26 05:11:20
4076,2921,5839.82,JWpzltQFOc,2020-07-28 04:35:13
4077,6414,5021.69,sqnlUHfbWn,2020-10-29 16:04:51
4078,8813,2128.12,CFpdpOAnrP,2022-10-08 10:12:19
4079,3071,4066.84,NhtqrQqDDY,2022-02-20 18:29:36
4080,2754,5021.17,ssmtLIbxhR,2021-12-12 16:39:56
4081,4397,8413.45,nFJuUGmrQQ,2021-08-09 08:06:06
4082,8037,6182.18,jjwsFCAQkI,2022-10-02 20:53:35
4083,9054,8264.06,zjIYsQRiWP,2021-07-10 13:36:45
4084,5636,7569.18,CJvMCvbzHv,2022-02-05 16:05:53
4085,4495,2122.66,IqGkBXCaJo,2020-05-19 08:01:43
4086,2177,6378.92,UXDTZguYqE,2020-12-12 06:45:29
4087,515,4388.3,TqIGmstYXt,2022-04-24 03:08:05
4088,4831,2426.34,fkUguVcCpn,2023-11-03 12:07:27
4089,2142,6059.35,RPlQKtMFTb,2022-08-27 00:53:33
4090,7985,5592.45,zlKKNOmalM,2020-01-15 02:30:21
4091,2940,3973.77,NXdnehZkDv,2022-03-11 11:35:27
4092,5717,6936.66,rlZTKYJPAB,2023-07-11 09:35:16
4093,2405,3342.86,OChIHPUFIU,2023-09-18 11:37:54
4094,1900,5593.38,DThEvvxEcv,2023-08-20 09:03:28
4095,7149,6411.45,xjcUDZBnTm,2023-02-24 17:44:38
4096,489,6157.96,wnpWmaByFB,2021-06-01 20:10:16
4097,9369,2577.67,JDdbkejpZq,2021-05-26 07:20:22
4098,5791,6656.82,LrAUPrIhTy,2021-12-01 18:32:04
4099,6630,4312.93,BAZGBtfXMk,2020-08-14 14:45:19
4100,5017,5259.41,rkNiDAlMpF,2020-10-21 19:40:08
4101,9688,128.95,gnyzwyInUJ,2021-08-03 05:23:52
4102,7414,5220.57,VKVSuviDcP,2023-08-02 22:07:54
4103,5758,3281.72,XEQjHEyKND,2023-01-19 03:15:44
4104,3510,1594.35,NFBkdrRwOx,2022-05-19 01:37:22
4105,5986,5007.07,pWHzRTlilj,2021-11-23 12:31:08
4106,7423,2160.21,JQbbpTydXV,2020-01-30 23:34:27
4107,7812,1902.43,nXnxQSVYzc,2022-04-20 20:16:18
4108,4985,2982.45,vzqVACngPc,2022-04-02 22:44:58
4109,7673,5463.98,dVETqvgUQu,2020-12-13 02:05:55
4110,7210,1273.42,HMndHnRAnD,2022-08-10 09:02:24
4111,1666,9554.1,ouKwKXIyKJ,2023-02-16 12:26:56
4112,2264,5053.62,FqHewAoDWO,2021-03-02 06:47:00
4113,4092,9625.34,sTizAvdiPN,2023-09-18 17:02:11
4114,3335,1648.95,ezLkbOPODz,2021-05-24 22:26:05
4115,7656,6655.11,tENgGrkIJY,2021-01-21 00:40:47
4116,6627,6364.39,OXefihmaHP,2020-12-31 05:59:05
4117,6097,3533.25,wHaRdVDBFJ,2021-10-26 20:40:17
4118,8746,3671.4,sATTxFkPWI,2022-07-21 18:16:30
4119,7092,1687.96,ReDzDCqLGl,2020-02-09 09:02:13
4120,9122,4580.58,XlPnucgpdu,2023-09-12 19:45:34
4121,8941,7611.3,dNPwMinqPu,2023-12-30 00:42:13
4122,2784,3877.67,TIVkHPMEYT,2021-08-30 18:32:57
4123,3366,7594.62,KVGWTsXxRb,2021-09-03 21:31:06
4124,5265,6744.17,jmjbfVSOfg,2020-07-09 20:56:26
4125,8536,3975.82,HexvNuipKW,2023-09-10 12:17:20
4126,1106,6915.22,jpXsoWBSYE,2020-01-25 10:51:09
4127,7367,5904.04,sWSlZwHlAM,2021-03-18 06:11:48
4128,4852,4955.59,lfUPgNqLkw,2023-01-03 05:31:55
4129,6776,9674.6,JwllzkQguC,2020-02-10 02:54:36
4130,3997,4282.52,QizUniERUj,2020-09-18 06:08:06
4131,6636,8472.55,DzSuwtFgcb,2021-02-17 12:47:30
4132,2066,9101.14,prXiTuwEoc,2021-03-09 08:32:39
4133,7068,7827.51,WpMDbPwFNy,2020-07-04 19:50:46
4134,8640,3540.88,pLxcGkbCai,2023-06-02 12:28:47
4135,5203,1700.85,EaSLpBwFdz,2021-12-06 02:04:36
4136,6001,5492.05,NSTSPTAGca,2023-10-17 02:03:01
4137,5367,5712.92,yPEWOhcMDA,2022-11-21 06:29:38
4138,3330,3045.6,BDkrtpJaVW,2023-09-29 13:22:38
4139,5827,989.8,FbIvFIIEWt,2023-09-16 00:27:44
4140,7549,8404.52,TBbCzAaTBM,2020-08-03 02:59:52
4141,9487,4164.7,SzeHFQYOcf,2022-10-09 01:21:36
4142,3619,7884.33,OhPgZAwttJ,2021-03-19 00:23:36
4143,4799,8169.89,dPWPIohyXo,2020-04-22 22:03:51
4144,7872,4157.71,UqEzcLmnWD,2023-07-20 11:27:39
4145,733,5451.37,EDhORhLYFz,2020-03-03 07:19:56
4146,6346,3434.22,TGyGvvpkyH,2021-03-06 05:28:45
4147,4653,4170.56,nNiViFhIDO,2022-07-05 09:11:38
4148,8358,2407.92,JOkKdeqJnL,2023-02-06 12:59:40
4149,2625,2185.33,xAPRNfqOSY,2020-06-27 08:38:39
4150,8985,1373.81,ggeOYVCZVH,2022-02-10 13:20:30
4151,4122,7005.6,HzRFaBlpRz,2023-04-20 22:29:24
4152,1970,7323.43,QyQKISUsOd,2023-03-31 01:20:44
4153,4160,7912.33,iOjEKpqngO,2023-11-22 01:06:14
4154,6422,4691.04,WIuMjPeZsy,2022-09-15 05:29:16
4155,1533,7397.75,qiCJDBeKRb,2023-03-05 10:25:25
4156,1530,7260.22,qWHERNvcWc,2022-07-01 13:35:22
4157,2029,8071.37,uDooBSHWvj,2022-07-02 20:57:58
4158,4270,9190.8,fltThegyeL,2021-10-23 00:05:39
4159,3604,5061.31,FDARVbrYPe,2021-07-04 19:07:40
4160,5943,4570.6,KBcBdAeuMv,2021-12-19 18:54:12
4161,2869,5515.04,tFkKBVKpzp,2022-12-14 06:13:33
4162,8986,8816.12,TXVvFkoXqd,2020-05-01 19:19:04
4163,1488,1535.71,AJzIxpMXox,2020-11-25 17:19:59
4164,2845,3639.98,HxZGaNXBDS,2023-05-15 13:16:44
4165,6830,2374.09,mlknHFXkYt,2023-06-06 10:39:04
4166,5124,3330.27,CxNSSiSaac,2022-04-13 11:26:25
4167,4440,4030.32,dgjeUxQDJf,2021-03-24 20:51:53
4168,5788,8241.19,juuvcPxuuO,2021-04-25 07:07:53
4169,3790,3389.68,MLRjTkpAye,2022-05-17 01:24:26
4170,2797,2414.88,nHQhYfJuEv,2020-01-15 15:39:32
4171,7879,7075.01,xuJxofYHIT,2021-09-02 08:04:46
4172,6463,4970.82,kXKrYDxUEW,2021-12-02 23:30:15
4173,6548,1871.19,GpXbGTYITI,2020-07-15 10:55:13
4174,8653,6190.53,InpRgtBMkt,2020-05-20 20:59:44
4175,9702,6032.55,VrzYugLPvX,2020-07-16 17:08:14
4176,6783,6783.13,jWSMuJTrOc,2021-08-03 18:51:31
4177,5080,2804.82,qLlmHbWWxb,2023-10-23 22:37:40
4178,8866,4236.59,iqtyNBYkZk,2020-09-23 22:15:34
4179,2363,1655.16,KlkxwTPwes,2020-05-13 20:34:59
4180,1611,2247.66,pKNlQkqVGc,2021-03-07 01:31:51
4181,1707,4049.28,YalhYttjNe,2022-10-27 22:29:10
4182,6404,4710.44,apcAvCUuHD,2021-03-01 14:29:21
4183,8490,4185.14,uqfzDrwUww,2023-02-23 14:44:28
4184,7851,5237.28,WrLfPSohjw,2022-04-09 13:39:29
4185,1505,947.11,yEjcHVIFhW,2020-10-21 00:42:54
4186,7875,6471.6,RDwwtsCgtV,2020-07-30 05:14:35
4187,5008,8020.04,XYEfzGFMIK,2020-07-04 07:07:18
4188,2738,7794.71,hUuciNvbxS,2023-07-19 12:33:10
4189,5290,5186.05,TzhDWtJSLH,2021-01-15 09:14:12
4190,5440,5616.56,EaEmIiDrzr,2023-01-15 06:32:17
4191,8758,4453.38,JANPFeHGId,2021-12-03 00:40:04
4192,6284,8346.26,sqUdLNcViy,2023-03-06 09:08:49
4193,2915,5586.77,rcKfoWQfXJ,2023-12-13 21:00:56
4194,5713,2579.17,PlZjEwhjKK,2021-03-23 17:45:18
4195,3324,1762.04,VFRcexNpEw,2022-04-28 12:02:50
4196,5923,5267.26,KcfmyyfXQR,2023-02-19 04:54:13
4197,5062,8933.31,buUueyMTbh,2020-10-20 09:43:58
4198,3756,8325.38,ZLDDFVxFtg,2021-12-24 05:13:38
4199,3280,6978.97,oxDATCcras,2022-01-13 21:03:30
4200,5519,4804.92,AjtqvxGKnV,2023-10-28 12:49:22
4201,7915,7010.69,tjzmAyaLaF,2022-02-28 16:45:21
4202,3454,2300.62,xJrLVpGDiV,2021-02-06 22:21:29
4203,6689,5593.23,KjTdVDadqz,2022-03-18 22:06:01
4204,2801,4412.35,rGoGpHRwzP,2020-11-06 04:55:37
4205,5770,7136.33,CyzhCuLUMX,2021-02-10 17:30:20
4206,3768,1505.42,PxLNwVlrxt,2020-03-12 14:15:06
4207,7882,9731.02,lSBTjHZyzC,2020-02-18 07:07:22
4208,6544,9103.1,XvVrnhpctZ,2023-11-01 12:38:19
4209,1451,4317.18,zNiZKzbAVS,2022-07-23 14:52:10
4210,7028,4967.53,ExWaBeqlEF,2020-03-27 20:13:00
4211,2938,454.73,HsUVVwsfgg,2020-12-21 12:15:13
4212,5115,8229.67,NMOypfDmos,2023-10-24 15:21:50
4213,6332,5306.85,PybHuAGDGV,2023-02-25 07:21:07
4214,2447,4989.37,SyDkJxzLkN,2023-01-04 22:13:49
4215,6832,5035.62,YCEpPkUtNI,2021-12-17 00:13:05
4216,2777,7981.83,ftCjqAaizb,2022-05-29 01:02:18
4217,6427,8493.49,nhlifnTkcl,2022-06-30 17:23:05
4218,6956,7583.24,qOpuYEbVtP,2021-01-20 15:01:36
4219,1273,6440.63,StuvIwXgCx,2020-09-12 14:46:13
4220,6557,6723.12,fTmBkffBCc,2020-01-29 22:42:37
4221,6410,3705.84,YFOyQyIfxr,2023-04-24 14:03:09
4222,2632,6769.35,OmHGyHTDCF,2021-12-22 07:20:37
4223,2393,5271.3,csINuksAcR,2021-06-08 21:17:22
4224,2344,3411.0,oyBlyPRIgq,2021-05-28 13:57:21
4225,7663,770.07,XOvJqofljT,2023-06-25 05:31:35
4226,6420,2858.25,gUARMpUXZe,2020-12-28 14:36:40
4227,4466,4380.82,uPXnrptnYu,2020-09-06 11:14:48
4228,6462,3319.14,YGLnYzWMdK,2021-06-22 12:15:22
4229,8522,1446.42,XbUfkDdczr,2020-03-02 23:11:53
4230,6346,4054.98,LlnesXDBPY,2020-04-21 14:18:58
4231,5755,5533.18,DiJqBGZUnG,2021-08-11 13:50:55
4232,3057,5601.73,SucOcFaPEx,2021-05-09 11:24:08
4233,6676,6190.53,RtQvAsoxpX,2023-11-25 04:49:14
4234,706,7484.54,cHlUrnVThH,2020-01-10 04:51:52
4235,8973,3086.32,mkNzbKwUVW,2022-03-08 17:21:38
4236,7514,1449.34,ATbzZIcDVP,2022-03-31 00:21:09
4237,2197,5308.23,fnaxvpyIhO,2021-10-15 01:00:38
4238,6857,1076.13,qNICHoyRnh,2022-10-06 05:02:51
4239,5474,3805.89,AROlFYgXEu,2022-03-18 13:57:51
4240,2494,2559.02,aduVayiqcT,2022-05-22 06:34:07
4241,1886,8953.88,QNtiJiDnMO,2021-12-22 16:56:46
4242,9182,8005.46,ZOHVsqsdrv,2020-12-01 03:33:59
4243,3041,5199.63,hWBgIHxPYo,2020-03-25 14:55:24
4244,7614,3421.68,kpPIllRDto,2020-09-22 20:08:21
4245,7444,3070.69,OCbgECBwGh,2023-02-13 03:18:18
4246,5823,7331.97,iCmwMnadnz,2023-03-18 07:22:35
4247,3995,5772.56,gdpNunqTsk,2023-02-02 06:31:38
4248,9598,3715.16,TsNOKVPpVw,2020-01-02 10:27:29
4249,4700,3160.16,JEJCXgvRci,2022-01-09 08:17:46
4250,7690,2083.96,QMDWjcCRjX,2020-08-31 12:47:16
4251,6551,3881.01,GGnMialzWX,2022-07-20 08:04:19
4252,8709,5567.64,wMHwtrzvCW,2023-08-03 05:53:38
4253,4510,6070.43,QNQqCavJjq,2020-08-10 13:49:36
4254,4285,2994.08,etlutMdBRO,2020-03-22 02:05:34
4255,6253,3100.53,kXflMqGRZN,2020-05-10 13:40:10
4256,2705,7285.64,iqNSgzhQuB,2023-08-19 22:11:10
4257,5555,5060.68,MfNvHQkbju,2022-10-16 20:38:05
4258,6807,3671.66,GktMWbiKNY,2020-04-13 22:40:19
4259,3962,8854.94,mhxbnOrLBJ,2022-09-02 20:22:41
4260,9572,4425.07,OLMVaUjNgy,2022-05-20 01:45:25
4261,9714,6038.6,ilQSLQLRbn,2022-09-11 17:42:08
4262,7288,4086.87,vuWQVBjupj,2022-03-12 12:54:36
4263,6608,568.69,oAimIMIBap,2023-05-05 23:44:58
4264,3899,5120.53,ydTMfCOTKL,2022-12-26 05:51:29
4265,1998,4140.9,TOanSRtLKQ,2020-08-22 11:27:15
4266,5927,4438.5,iqQvWhvSgb,2022-02-04 13:39:27
4267,1394,6109.66,UPlHVwehji,2023-05-31 19:36:51
4268,6414,554.3,yMwVaMends,2020-01-26 20:53:49
4269,2799,4326.79,USePgGPiyX,2021-10-08 04:01:33
4270,2865,7360.51,snQAWTTEOr,2022-07-20 21:29:38
4271,4773,911.0,FCtCAgGOKs,2021-01-05 19:31:17
4272,8766,6004.91,rboAQHJACo,2022-10-08 05:59:08
4273,9634,3494.26,UgmftcJxBe,2021-03-08 05:34:17
4274,3851,4056.52,mMLcOPIJoj,2023-12-10 17:09:50
4275,4056,8889.39,cQbqgUNkXk,2023-06-13 08:39:06
4276,8803,5680.02,YVeerxPpbH,2022-08-10 16:42:27
4277,6336,3560.55,WBmghLEWDd,2020-06-20 01:49:13
4278,1410,7429.79,MyFDRXfeCr,2022-10-02 05:02:55
4279,2423,5567.83,daLYcsDfiN,2022-04-12 17:44:08
4280,6966,3759.18,YuEvzVrPQJ,2020-08-05 22:47:55
4281,6234,4945.02,rUNDflsOje,2020-09-15 21:03:21
4282,5674,4736.85,jTFkcUpeFW,2022-10-15 06:31:04
4283,3023,5657.97,xWgNkzSUUW,2022-07-07 22:51:07
4284,3574,5743.66,ZaQCoKxvFK,2022-10-03 05:12:22
4285,6632,2611.87,loonDXhwcH,2023-07-12 03:31:15
4286,8528,6999.09,PEPlLZGhiQ,2023-09-14 01:25:45
4287,1972,5812.43,TIdwnafGib,2023-11-12 15:46:41
4288,7726,4164.34,OYfPfbAGPG,2020-11-15 18:33:51
4289,5578,754.39,enPRgbDKfP,2023-06-01 12:03:58
4290,2886,7402.42,dHTbCGqnJn,2023-08-09 19:42:03
4291,5805,1900.46,NXGkloWOpi,2022-05-25 12:12:58
4292,3928,7290.13,exCMpXFAmm,2023-04-18 15:27:10
4293,5332,5952.9,UQjSlFmIqA,2021-08-04 07:47:50
4294,1849,4418.29,ymsihoJtLt,2022-12-24 22:53:00
4295,8851,7402.34,dadrZoNjdy,2020-03-06 22:23:14
4296,8128,6196.59,EJlGKcpUOQ,2023-02-04 02:05:38
4297,2624,3277.77,paNcDkQyWl,2022-07-16 23:12:11
4298,5074,2346.96,HUdOiFtQFA,2023-02-01 15:07:49
4299,5279,3708.1,ejFozUbtUe,2020-10-06 22:55:32
4300,5459,6925.72,FFCVTnlakV,2022-01-29 01:06:43
4301,1159,7484.07,rMwAVIzbUo,2020-03-22 14:10:53
4302,5798,6259.81,zYTwMobrEp,2022-11-27 21:17:55
4303,3501,8748.94,cBqvjMcrZI,2020-01-15 12:13:04
4304,3310,3890.79,ZTGesILtqn,2020-02-11 08:10:03
4305,5994,8683.61,wiYxaIXbbL,2023-02-20 12:24:12
4306,2867,5271.84,KCfKjYFZLC,2023-02-27 18:03:32
4307,5175,4577.26,iuBCRJjsHd,2023-08-27 13:00:59
4308,3083,8289.59,NwbVRuJkIr,2022-06-05 01:16:38
4309,1077,5845.1,DQHxbkxHNM,2020-11-05 02:16:55
4310,9490,4832.77,dgQiyncErv,2022-07-25 07:30:42
4311,3850,3758.52,mpWSSYBOgs,2023-12-17 22:31:19
4312,5026,6893.65,ehnenUaJgX,2023-01-21 22:21:41
4313,1607,3453.97,MvrPYuiXWv,2023-03-01 05:23:11
4314,6669,8213.77,FhRUqCaMXT,2020-12-09 05:01:32
4315,1206,2286.1,eqsclIWREg,2021-02-15 15:40:12
4316,4661,5493.02,xDXfloYTxN,2023-02-26 10:03:58
4317,1105,3478.67,xpIvgrHJYh,2022-12-13 04:54:25
4318,3042,5419.91,BKlWANKcwo,2021-11-09 21:44:14
4319,3461,5980.26,WlsDVLnEIO,2023-02-17 00:12:38
4320,5129,1843.18,ThZYdPOBrC,2020-11-28 10:43:57
4321,6885,7662.96,nQpeCtUict,2023-03-08 06:24:02
4322,8490,5764.22,JOvMCjQzHl,2022-11-22 10:59:56
4323,4771,4472.46,FrGZCONRxG,2021-11-11 18:55:32
4324,5147,4673.99,PvTBiHqExv,2023-02-02 06:09:26
4325,4945,4882.35,SkGmdnfomH,2020-08-20 15:04:49
4326,5548,2394.14,xTmPRtQFIt,2022-11-29 19:44:11
4327,4650,8060.86,IoqKKjAdLS,2022-01-25 09:55:50
4328,5445,4917.84,nHNxAqtSDE,2021-01-22 14:33:18
4329,4760,2516.07,ehLDmqILNb,2023-02-20 07:37:44
4330,2782,6149.28,zyDlLuVeAP,2020-06-18 00:14:51
4331,5204,498.76,JLfxNihvQj,2022-05-05 09:55:27
4332,8844,6704.86,CmOfismDmh,2020-02-16 05:20:45
4333,2380,3570.4,VswIbALgWP,2022-09-29 15:06:09
4334,3929,5579.33,rqfkdfKhIo,2022-03-20 19:02:10
4335,4005,3107.02,AXlVljadpL,2023-09-25 04:44:26
4336,8507,7252.29,PtvRazeTms,2021-05-26 09:25:54
4337,8727,4007.17,oLhGwcTHAU,2020-11-08 22:31:19
4338,6276,1247.25,rmAywojBGQ,2021-04-24 16:13:14
4339,6782,3037.95,HkDmOatgiW,2020-02-01 05:29:16
4340,1405,1640.92,ezIweFiVyh,2021-06-24 22:32:28
4341,4751,4996.09,wbsjsFnHae,2020-10-25 01:59:41
4342,3389,4544.13,ypZSvUueYN,2021-12-06 05:26:29
4343,6113,595.11,VrRZysrWFh,2022-01-21 14:44:45
4344,2144,5986.62,erTiYcKFsO,2022-01-31 17:43:12
4345,5642,8369.55,tAEdCqLRIY,2021-11-25 19:00:34
4346,6218,3763.17,ZSkyYhTtQA,2022-08-20 03:16:55
4347,8480,4727.52,byawKhndBU,2023-05-18 22:04:51
4348,6602,7574.84,mqCfQvWwVb,2020-02-08 19:24:56
4349,1190,6054.74,oHUjBPuSyJ,2022-06-30 12:01:28
4350,5350,8004.28,UpVVSZygpG,2023-10-26 00:06:45
4351,4604,5460.69,QhSokVyllm,2021-10-17 09:27:30
4352,3798,3282.11,HhbsefQbHa,2022-09-04 18:29:08
4353,4312,1190.87,lKnbZosslh,2020-12-07 04:10:45
4354,7135,4360.61,UoeMwrDaYP,2021-01-09 14:57:07
4355,2885,9079.54,ISOEQDKIoR,2021-05-22 10:46:04
4356,5866,2603.79,MtfAePFbsO,2020-01-24 14:00:02
4357,1297,2477.07,wpduPvJbhI,2020-08-30 21:24:22
4358,4691,2653.8,xYoarUdVfA,2023-10-14 15:55:18
4359,6286,5017.03,CkviJscvpw,2023-02-04 18:06:57
4360,7347,1308.95,BvJbSZieaq,2023-01-26 19:27:20
4361,5997,6143.73,QRLRrGtsLF,2023-02-10 14:14:12
4362,3687,3533.83,YVSsZaEhXK,2023-10-06 20:52:06
4363,7407,7980.94,kUlMntoaPO,2021-10-01 04:06:32
4364,5576,3596.82,DVZxUlysWG,2022-12-01 09:41:11
4365,6966,3780.44,UrSjxHRCWX,2021-04-16 11:00:49
4366,8762,6208.64,PqyoDKVhUa,2022-11-29 01:31:53
4367,8814,8540.12,mhSoUUTRdb,2020-04-14 04:50:56
4368,5902,7339.9,PTYZbTezaa,2020-02-15 21:16:10
4369,3449,4500.94,sPEiOtMZAw,2021-08-21 08:42:14
4370,5091,4277.35,nupPgRtmZm,2021-04-14 03:15:15
4371,1662,2450.26,KIqbNMjMph,2020-09-22 02:19:11
4372,1758,3454.41,bZNgyaknGx,2021-10-30 23:38:12
4373,8571,3198.53,oDblgMNPME,2022-02-22 00:33:55
4374,5432,4626.16,UrDnpWXwVm,2022-10-19 08:06:07
4375,7776,4357.27,TRPqfklWuk,2023-03-27 23:53:13
4376,2997,5058.3,zgJRSjgqTv,2022-10-06 12:47:46
4377,5645,6311.32,qTQyyqUFDJ,2023-06-17 06:12:29
4378,827,5413.1,RmXZQiiekx,2021-08-06 03:34:54
4379,5106,7066.94,VTWVcCZzYf,2020-11-27 00:28:25
4380,1321,7045.25,idAZkgFwHD,2023-02-20 17:55:30
4381,6043,3338.06,UYKbwYjvwW,2020-04-17 19:02:59
4382,1328,5188.45,QMmfqZDmFg,2021-11-28 16:22:14
4383,1950,3154.19,xltprCHbug,2022-06-11 18:41:45
4384,2371,7254.4,ATCOEDSnjQ,2020-07-05 14:39:32
4385,1444,4700.77,keHKbmwHfH,2023-10-18 20:49:09
4386,4645,7064.86,MRLSLNBaHo,2022-07-06 04:39:54
4387,7856,4768.57,IwdxcKlYge,2020-12-26 13:56:15
4388,5868,7009.24,muONvMNGOC,2022-07-25 20:48:36
4389,7021,2004.57,xmUhDmQjHo,2020-10-20 01:32:41
4390,6207,3282.31,BViHmgxcOM,2022-10-28 08:26:58
4391,5917,4371.05,eokTGZryCM,2020-04-06 15:04:00
4392,5442,5820.32,jFvfZRvETY,2020-03-06 15:33:37
4393,4088,5635.32,xwOXOchzkk,2023-09-22 01:33:50
4394,4741,2043.3,LOrLYwwtPJ,2021-06-17 20:55:06
4395,8766,2111.43,DataHjDWSx,2021-07-01 18:44:25
4396,715,7273.63,qpptEUErKd,2020-11-03 02:51:00
4397,3419,7110.6,VskzdcOanF,2023-06-19 13:04:07
4398,1827,5719.0,IQtkNAhwLG,2020-12-28 19:58:32
4399,6476,2565.92,AzSaNsguuV,2023-05-13 00:13:14
4400,8523,4789.11,XPpXXqflSG,2023-05-28 20:47:51
4401,2759,6763.92,giTdctHZds,2023-03-08 09:08:53
4402,415,7454.3,QhhPALbVpX,2023-03-06 17:41:41
4403,1946,1482.86,EtUKCotUPQ,2020-11-18 18:49:40
4404,2083,7642.23,ceBTxVdWEE,2022-06-25 02:28:50
4405,7396,5083.09,bMPwaFTlTS,2022-03-08 10:24:53
4406,5230,4948.22,iuADNKfHSD,2020-03-19 05:38:22
4407,3596,3450.21,efYmachnVT,2023-04-05 11:52:41
4408,8787,2412.42,vnaAipucBv,2023-10-25 20:53:01
4409,7221,2172.78,prtVCMoemL,2021-11-05 05:58:08
4410,2473,9560.09,POeWMXeUVR,2022-03-08 09:02:11
4411,8683,8927.72,hHyIiFeCdu,2020-02-06 14:52:10
4412,4723,5841.78,xpBihiBisR,2023-06-07 04:35:30
4413,8890,5789.28,WyFCqzzYos,2021-09-15 10:57:03
4414,5611,5136.8,XQkAPyJbte,2020-02-24 02:09:56
4415,8424,6786.1,CozvMIWQXU,2020-04-19 23:29:19
4416,8978,9381.26,RpCBlnJYVy,2020-11-18 15:49:12
4417,4088,402.56,MFpYnsSfrY,2022-05-10 09:43:17
4418,7696,5722.73,GAqWAOJnUG,2022-03-17 04:34:14
4419,5745,3400.72,xezXoLBXIt,2021-12-19 06:50:31
4420,8049,6086.39,wZGAMhBNQg,2023-02-22 18:30:09
4421,1298,8145.38,ccqsJpDLmR,2022-05-10 18:54:11
4422,4035,6449.3,ZtUYSWyYUU,2022-03-13 13:38:48
4423,2118,7126.74,pYsxtHBDYJ,2023-03-04 05:23:58
4424,3948,7232.33,gzGSpEDMzP,2022-04-05 00:56:32
4425,5098,689.95,CGPcCgccgy,2023-10-27 18:05:36
4426,3318,758.45,GjorimhQeQ,2022-10-22 21:21:17
4427,9324,2523.31,NWWvQcUCyZ,2020-06-24 15:05:10
4428,4048,8076.57,DyufTlYhyY,2023-08-14 12:14:19
4429,1806,8588.49,frZbaoXCVu,2021-06-16 14:38:07
4430,6947,8456.16,NvoLmsFAAw,2022-05-09 17:32:23
4431,7578,9283.04,swJXlyIQNB,2023-09-11 22:43:50
4432,6630,3496.66,BOREbSiSMc,2021-11-13 23:02:37
4433,3375,2363.03,jhWPxezuSw,2021-06-29 14:29:15
4434,3364,4486.4,tCOjjbKTCg,2023-04-29 12:36:36
4435,6897,8104.74,mkLzHDCxid,2020-01-16 14:18:28
4436,3219,7142.36,flPrkeuvaI,2020-04-03 00:47:18
4437,2790,1404.93,WyYEUXaSrn,2023-09-04 23:40:26
4438,5872,6994.01,zeaWRBxfPB,2021-11-27 10:03:00
4439,8056,6074.48,XFEnmXZKHc,2021-08-08 03:49:00
4440,6483,3489.92,TKczdwXtAz,2021-05-29 12:18:27
4441,2577,5662.38,ZXAQnoeggg,2023-01-21 01:21:49
4442,3531,6874.78,iRMhzTqnLY,2021-03-17 05:56:39
4443,5009,4045.37,VYhASXGczw,2021-04-29 19:37:28
4444,5426,6629.14,lCjoRRGqFY,2023-03-15 10:36:03
4445,4464,5201.5,LaTJQsHkwO,2022-08-24 20:26:08
4446,2419,4601.94,OJLzDafozJ,2023-12-25 13:15:08
4447,7937,2155.8,dayYerlrhN,2020-11-23 02:52:12
4448,1762,5319.62,zuYMKJbDSI,2020-10-17 07:33:15
4449,3162,8605.84,HeVZDvPWFS,2022-08-15 05:21:35
4450,3451,7728.95,srSZATLdTt,2021-01-07 12:02:43
4451,8310,8480.69,xHoeKjuEwd,2020-12-27 18:45:17
